Water Source Type,Contaminant Level (ppm),Turbidity (NTU),Nitrate Level (mg/L),Lead Concentration (µg/L),Bacteria Count (CFU/mL),Water Treatment Method,Access to Clean Water (% of Population),Sanitation Coverage (% of Population),Rainfall (mm per year),Temperature (°C),Population Density (people per km²),Risk Level
Treated Supply,58.24387246989919,5.720698416212957,8.550222713672625,8.874219663458133,115.06228763091772,Chlorinated,64.90544812202695,63.943529815266125,762.3964031191772,30.93927642820101,1490.2592590079637,High
Treated Supply,43.739996089105446,4.912629527580959,7.329098573527699,6.006456562761295,92.10785379698927,Filtered,63.40177262395623,62.808852694379695,674.7930334232906,31.111259906286932,1378.8647874543026,Low
River,47.55723252688547,5.276138941177662,7.640233536543356,9.150088136137587,118.24530812725102,Chlorinated,64.2907821979564,64.12402833078347,793.0000389295568,30.858864184197415,1294.4526800346687,High
Treated Supply,54.72604782885635,4.696389764055736,9.712019814059087,11.115986438074678,102.78406991648826,Chlorinated,64.34396461229797,59.36044911705843,797.5675527444566,36.12851173900526,1306.3714363351594,High
River,58.87354799818383,5.938404172906941,11.8055731114856,10.536788115307349,91.53539384520346,Chlorinated,59.794438358612766,60.290234874703266,633.55435994789,21.714490483487495,929.9923356079357,High
Treated Supply,55.92285737786743,5.592089178952685,10.013375876818007,7.276254036378768,106.39108689343026,Filtered,58.4980437405921,69.87666115325268,808.4705411068823,27.623013565505026,1003.3919255229719,High
Treated Supply,55.95556409293202,5.966522697299064,11.630693387487383,11.6313204896079,80.66460076818393,Chlorinated,67.07840967819938,55.37311020880137,847.760691336063,31.59870998588928,1417.318994425334,High
River,59.542412701821135,3.0068713916597263,8.330864066859963,6.014079002198761,118.57535350469107,Filtered,57.0733481263485,55.955056314829235,830.8504614676655,26.183709461492356,1463.7385227799462,High
Treated Supply,55.372951916071614,4.880379437783356,9.658572000349366,11.892659070524738,144.20276011321698,Filtered,60.80525539923277,64.05408078605552,639.678453043908,36.821159332711545,1385.9454559025817,High
River,38.62969010446573,4.689990916463966,8.582472795948867,10.536724452571022,82.90376262245401,None,68.82341546420392,62.712465087255225,833.3302722011399,22.688664939732078,1376.9179361280708,Medium
Treated Supply,59.576123845772834,4.5208416017917425,11.29914027230929,5.906629141379562,111.35868746592588,Filtered,57.905794373487716,65.36334354954155,601.0130651618201,31.31611261671149,1000.6977993320016,High
River,31.097234822760086,5.544419049365728,10.094703351542982,7.777041771512829,103.91535757279757,Chlorinated,56.023866647101386,69.04097163747397,661.9079408611339,21.06629545958983,1418.6064148885184,High
Open Well,56.318301374145605,3.5281195111329757,8.053122986544919,6.730224717067539,111.02545200462033,Chlorinated,65.62184677267273,60.932970757486146,887.0449238616152,25.934415381326705,1392.405976723146,High
Treated Supply,45.3469695561876,4.960971777877556,11.970262730583219,9.378485520322615,109.36051071829606,Chlorinated,65.87042081942704,58.173568942710496,858.80369421906,29.34772740930711,1080.9602700927499,High
River,30.07312365958545,4.8188432572874245,8.492950880493392,9.083947918693713,91.24192578043704,Chlorinated,65.32308616241895,57.40650042539984,637.8020437106545,20.282785070558788,1470.5121827144317,Medium
Treated Supply,59.23059166647204,5.424491306976707,8.993162406463032,9.023287316410578,84.89387336723031,Filtered,59.94067327632526,69.94460594631644,898.9569909467834,31.517198148010117,1118.0989408645155,High
Open Well,46.579782481470446,5.936891631686674,9.653689179428035,10.452461406845638,106.14124380684137,Chlorinated,55.854138213016476,67.90078448954152,620.4736564775375,31.010982801440925,1162.0122263721018,High
Open Well,51.28026791788898,4.63083002384765,11.887376050777132,10.633672331948091,128.68586068208648,None,64.95285806757325,66.98050175570171,695.2598143248327,25.684306761340764,1265.3912009719083,High
River,36.13298641379687,3.57715626734806,10.559541375828864,8.40685819135521,104.8919661216531,Chlorinated,68.05457901304472,63.701073093385226,667.5619432902294,18.12837107034576,1393.9200506773486,Medium
Treated Supply,32.25624490523928,4.813697043994322,9.805127588180833,10.034299752166902,114.76783927429304,Chlorinated,60.05194008119423,58.81802145485227,639.9779619016546,18.9644895358482,1043.0582088739222,High
River,49.85811138651577,5.749512811582796,10.913305211904099,10.917433270019604,82.51271917523493,None,56.083728119861874,57.59040051401653,610.1180063609407,35.187620094891685,1128.6429087023225,High
Open Well,31.722970267356544,3.2341445499555745,7.385346135670648,10.089370359363134,131.8254036966652,Filtered,65.00132050376172,63.623927724283064,698.8180195000904,22.824181189567568,1287.4022985243712,Medium
Treated Supply,30.978481106827694,4.042789465502571,11.0814044108777,8.79846595101775,137.73583361717115,Filtered,58.42561239320499,66.79670393186694,738.474209110462,22.787560864850427,1297.0851731273674,High
River,40.525518454661736,4.045643835662828,11.851034438818683,6.101605827081301,135.98848531259353,Filtered,60.31906308301522,67.2298968333741,645.2588235532021,29.464696518580162,985.9459857855168,Medium
Open Well,40.657643628535475,5.132323667224158,9.373225660871416,5.496429598376746,115.09359758209523,Chlorinated,61.446896014293344,56.559597065097094,785.9137887656555,37.50423763997816,1047.522709535676,High
Treated Supply,52.37285847579838,3.7777985178576854,11.02732572340467,5.753853442263257,121.95344548719736,Chlorinated,56.95510848968537,60.19069373468231,696.3397226944444,26.313270326320524,1005.227473566528,High
Treated Supply,55.3802058717763,3.7908395696862476,10.998408634002075,9.228993724953519,97.82317780636043,None,58.649412673365596,69.17912722591612,839.733236031138,29.390822323730532,1206.6645495708804,High
Treated Supply,33.082506043458565,3.427054939107721,11.900938373036762,8.587857374880066,88.60410926181154,None,69.89253957912756,68.60541895285863,865.311729927489,23.66661866769701,894.0486503945677,Medium
Treated Supply,52.72983122268233,5.8883184214261295,11.499325317409012,7.460818656896769,91.26362906259351,Chlorinated,65.44255165910151,63.22281434905296,742.8576199605051,29.345123558948572,922.0703689855158,High
Treated Supply,55.95728718789143,5.694808126162345,9.896870623556133,8.749456083124093,144.82284190194153,Chlorinated,67.09313056047148,56.340642199033894,696.6111232504239,21.11053226986386,1182.0234592269726,High
River,57.41246499179313,5.061969571742162,10.208135375002179,7.240531718228075,140.39662857458404,None,68.42948472514277,68.55082010456861,794.5054257143383,28.755854109055463,1498.0524737798894,High
Treated Supply,47.81511096108049,4.910010777793216,8.288587042172107,11.113962809514078,108.1720796634629,None,57.18656360728704,66.50977619032165,646.7212498823873,19.15979513213616,1100.0970666801556,High
Treated Supply,40.26119727257229,4.751172133812077,9.005710507261265,8.88104089474131,126.03535394801074,Filtered,67.6554238699528,56.17264807929572,779.4045109206357,31.094412459056528,1147.2637260047482,High
Treated Supply,51.950016903733115,4.497055409305499,7.4816297065520265,10.306299715247793,122.67097923776058,Chlorinated,58.56073172640222,57.74906390127048,828.5285263794026,24.473925123366516,1150.7981239199037,High
Treated Supply,38.5095369528057,3.4914977912515512,10.18161821461477,11.24607142123073,105.67387768126873,None,64.24021057942957,57.98677420238567,681.3889727442228,27.354931794178384,1350.9502182919814,High
Treated Supply,54.02200000807885,3.5601902264526935,10.568871482845323,7.4159112919229955,81.98578116391064,Chlorinated,68.48504537252776,64.88726589907482,709.2165758735096,34.96282749172954,1452.5866439146998,High
Treated Supply,58.69201385902826,3.707421966002176,11.036367176427126,10.541362420426639,83.26926623719076,Filtered,61.58262976117233,58.869091389524286,867.2073564912878,31.996844613130207,1031.3763775083721,High
Treated Supply,37.065069026367084,5.1057425626451405,11.173011084386957,10.633811449624057,102.58802699000822,Filtered,58.39339664757964,55.41271626270557,688.092949114075,22.65319824586533,825.1433959071057,High
River,43.518435113528966,4.72204091445272,10.630549174953563,5.494957601266463,137.11652262450923,Filtered,66.34637351289813,61.108026013531706,840.5811734178319,22.550966304864158,1380.999614045577,High
Treated Supply,58.74742423763175,4.364967737907955,7.282185754647322,11.911008894087072,93.07391641822527,Filtered,55.5807189959507,58.38017964319453,826.6841330308107,21.18503589555155,1089.4403145622814,High
Treated Supply,59.67406314241275,4.240946188580592,8.71624079689991,10.731116271867588,144.30581820169408,Filtered,59.034473019646654,58.208919998763335,744.9663739015514,20.290202139765817,1236.3089468606681,High
Treated Supply,41.47576271479218,3.902948305857106,9.380872616178351,9.54433299768511,95.93504945923205,Filtered,63.848220474046,62.55369127214078,628.6499198737812,23.966992275229877,1365.9174732635672,Low
Treated Supply,45.0582373329296,5.560619431270471,9.385034691019872,11.99943733183989,100.72609801214952,Filtered,61.050930895300844,63.954158483275364,869.4718372204259,35.89356970573593,1056.0373430309367,High
River,37.370150453342674,5.574495963205196,9.388605930506982,10.006388081541482,138.58835473626118,Chlorinated,68.94120056597909,55.138625234381195,894.1886916674316,24.267727460468016,1352.2154304280475,High
Treated Supply,45.11906416726369,3.655648937922794,10.799284439979347,7.5512300810990025,126.27084746499432,Filtered,59.72343054822625,55.57208345585464,875.9922824575651,36.943395942999466,890.4729593317013,High
Treated Supply,41.14170075896229,4.16958407218516,9.82697564310396,9.709041727322155,129.62139633153006,Chlorinated,68.69081443051411,58.97175265166568,701.0534206303225,19.604052746284328,1463.785409480623,Medium
Treated Supply,31.1437255064019,5.120490085569145,7.943616146448941,11.380901879141899,123.6387965342013,Chlorinated,59.22121867646952,59.886072429421,778.4552500846008,20.733861540809556,1201.8710703814093,High
Treated Supply,46.61896365436957,5.768657289954865,7.416428820250665,9.547531533310668,127.27778205626075,Filtered,66.83897030708988,56.752432636047544,858.8244444964655,18.965483773174455,911.7374279362998,High
Treated Supply,30.02919106725736,5.179281865844883,10.727867851428742,9.774380929098246,88.1706955411048,None,66.52597589670083,64.07463036256755,671.9876757783178,31.953212077368107,1040.1474402424012,High
Treated Supply,50.15794724973305,5.918476603761266,10.122080292571496,7.857812734333082,128.94590500887952,Chlorinated,64.45192310739387,68.12049575159674,727.1143267129954,20.2007379825202,1182.2663600159199,High
Treated Supply,31.737418603152534,5.566849250836858,9.193214258183428,5.845403559427049,90.35451149282166,Filtered,69.48169361851674,68.43152482550491,815.7235689950465,32.91231444241614,1435.459238105182,Medium
Open Well,44.261582079263206,5.767951666362209,10.400827655979448,9.332241469699813,126.12788777438215,Filtered,67.65866361210628,60.90751765194591,853.29393984032,22.05553823523795,1351.237831415432,High
Treated Supply,39.04852596944167,5.512114516133837,9.45418986648274,8.719404638221992,115.48791288218541,None,60.11879320630581,59.67441284265146,798.7080714150164,22.324558251330373,1127.9783444149548,High
River,46.63961688807933,3.275339532963222,11.977356688038086,10.015205521144596,133.9084477160469,None,64.95236174374686,69.57612264968303,720.9573957427665,26.857686891968143,1219.151570796394,High
River,45.581695188460955,5.396344621822714,11.203599671678333,9.223857696673491,123.99093188522038,Filtered,55.93476310231482,68.30214125877568,734.4464472013624,26.617254274500347,1261.6533988411757,High
River,39.291280294468415,4.84539724309049,7.41354261945341,5.64792771640111,98.06139433326427,None,69.85649569194338,58.3987952677569,796.6193794285473,27.578167725633612,961.8679510704734,Low
Open Well,54.498935537924154,5.3171686531294355,7.143110959277782,9.779175676014846,89.41342699633745,Filtered,69.93050365423095,59.84391646703287,823.997099544187,31.338391166092055,1237.2861647121485,High
River,49.22240732696039,5.519033568323908,9.800110538652092,7.180601584870377,109.10771332416778,None,64.60044445311341,63.38048011951398,778.9247773200009,24.810062290790427,893.15730157399,Medium
Treated Supply,38.98597265982994,4.022081076127492,9.018510626180491,8.483458718749116,119.28363295966562,Chlorinated,69.56592458758158,63.27564546201188,628.4407306525912,32.92884121692641,924.6401809005059,Medium
River,56.125376576379,5.949268450373022,9.06187940342969,5.980909621123599,139.81210842927285,Chlorinated,59.73657702589564,61.20673535444021,699.0774307910101,23.12074360753035,1224.0227863397788,High
River,30.55451363672162,5.011077047811304,7.7153370339122285,5.900929876563093,113.45127356469341,Chlorinated,60.51378838852448,69.18835920392812,625.1235166091499,30.16949468741406,816.462889395398,Medium
Treated Supply,58.86581044325581,5.649446131029923,9.117073599135134,6.630121217199806,89.76167821354845,Chlorinated,67.23867989599603,58.07635960464134,774.0425576999808,20.192688941495938,1077.3547660428312,High
River,45.4745146514319,5.54060495589206,8.721383962903703,6.603326007981192,144.25703528272828,Chlorinated,67.39225715360334,67.62439549992664,755.9531939034082,26.693753998912843,1196.3051463693232,Medium
Open Well,53.873947931822286,4.523532397089811,11.33914741581418,10.23863810704643,83.28257004737878,Chlorinated,66.0550858511358,69.73539434537913,725.1455672227277,37.290725259335616,801.6219976379948,High
Treated Supply,52.65357261510864,4.137654892952774,7.50746944210838,9.719076084221946,93.63771982929252,None,68.65755960493671,65.65350249184888,779.0303576312065,26.457869951442664,1464.6714991210188,Medium
Treated Supply,48.0553196146876,3.5459924787214065,7.510000454964642,7.928180047950964,104.08480569740304,None,67.54080176432932,58.94799414879648,880.8816841247806,24.851412013862376,870.710435859537,Medium
Open Well,33.796492268522826,3.0797862835497978,11.32675792342712,10.139260658212555,147.20769697605533,None,69.82463551625877,58.91958013487329,818.7844169040375,31.3394927995068,1487.6374620093989,High
River,45.575230962498864,5.640483317410011,11.137165845080975,5.401114130441898,108.80576338990187,Chlorinated,66.8537189113686,65.10317541972694,721.482227626555,24.782363694884737,837.2974003145821,High
Open Well,40.53651146676257,3.5124301428204014,9.592098183645575,9.420886882737804,149.5054446975775,Chlorinated,66.78552850215243,63.62059321622564,708.111568282756,25.655582776716773,856.376770822079,Low
